name,url,weight,time_seconds,num_contestants
Square CTF 2017,https://ctftime.org/event/518,1.0,1507122000,801
Kaspersky Industrial CTF Quals 2017,https://ctftime.org/event/519,1.0,1507298400,227
Hack Dat Kiwi 2017,https://ctftime.org/event/516,1.0,1507867201,305
Hack.lu CTF 2017,https://ctftime.org/event/525,1.0,1508234400,241
UConn CyberSEED 2017,https://ctftime.org/event/494,1.0,1508407200,23
CyberSEED Social Engineering Competition 2017,https://ctftime.org/event/503,1.0,1508418000,15
Pwn2Win CTF 2017,https://ctftime.org/event/427,1.0,1508513820,206
eCrimeCTF2017,https://ctftime.org/event/532,1.0,1508839200,11
STMCTF 2017,https://ctftime.org/event/530,1.0,1508999400,29
WhiteHat Challenge 05,https://ctftime.org/event/528,1.0,1509156000,61
Google Capture The Flag 2017 (Finals),https://ctftime.org/event/506,1.0,1509181200,10
HITCON CTF 2017 Quals,https://ctftime.org/event/485,1.0,1509760800,1071
School CTF 2017,https://ctftime.org/event/492,1.0,1509861600,374
InnoCTF 2017,https://ctftime.org/event/538,1.0,1509876600,18
CODE BLUE CTF 2017,https://ctftime.org/event/505,1.0,1510189200,554
DefCamp CTF Finals 2017,https://ctftime.org/event/541,1.0,1510228800,11
CSAW CTF Final Round 2017,https://ctftime.org/event/527,1.0,1510279200,52
HCTF 2017,https://ctftime.org/event/536,1.0,1510315200,532
Trend Micro CTF 2017 - Raimund Genes Cup - The Final,https://ctftime.org/event/480,1.0,1510372800,11
CTFZone 2017 Finals,https://ctftime.org/event/517,1.0,1510826400,10
hxp CTF 2017,https://ctftime.org/event/489,1.0,1510920000,499
GreHack CTF 2017,https://ctftime.org/event/426,1.0,1510952400,35
RC3 CTF 2017,https://ctftime.org/event/529,1.0,1510970400,302
TUCTF 2017,https://ctftime.org/event/500,1.0,1511564400,939
ph0wn 2017,https://ctftime.org/event/521,1.0,1511974800,11
Juniors CTF 2017,https://ctftime.org/event/537,1.0,1512144000,268
RuCTFE 2017,https://ctftime.org/event/526,1.0,1512208800,150
Takoma Park CTF,https://ctftime.org/event/535,1.0,1512234000,484
HITCON CTF 2017 Final,https://ctftime.org/event/531,1.0,1512694800,14
CTF Russian Cup 2017,https://ctftime.org/event/540,1.0,1512709200,16
SECCON 2017 Online CTF,https://ctftime.org/event/512,1.0,1512799200,1028
" The 318br, DESEC and SucuriHC Capture The Flag (3DSCTF)",https://ctftime.org/event/547,1.0,1513346399,434
WhiteHat Grand Prix 2017,https://ctftime.org/event/543,1.0,1513389600,169
InCTF 2017,https://ctftime.org/event/551,1.0,1513425600,156
Carthage Cyber Arena,https://ctftime.org/event/546,1.0,1513666800,13
PSUT CTF 2017,https://ctftime.org/event/555,1.0,1513917000,16
34C3 CTF,https://ctftime.org/event/544,1.0,1514404800,187
RHme3,https://ctftime.org/event/502,1.0,1516014000,486
Insomni'hack teaser 2018,https://ctftime.org/event/545,1.0,1516442400,433
Break In CTF 2018,https://ctftime.org/event/560,1.0,1516548600,97
AceBear Security Contest 2018,https://ctftime.org/event/564,1.0,1517018400,139
SharifCTF 8,https://ctftime.org/event/507,1.0,1517553000,681
EvlzCTF,https://ctftime.org/event/570,1.0,1518190200,241
nullcom HackIM 2018,https://ctftime.org/event/566,1.0,1518213600,248
EasyCTF IV,https://ctftime.org/event/573,1.0,1518224400,2145
Harekaze CTF 2018,https://ctftime.org/event/549,1.0,1518242400,447
TAMUctf 18,https://ctftime.org/event/559,1.0,1518825600,1271
SECCON 2017 Final Japan competition,https://ctftime.org/event/511,1.0,1518825600,24
SECCON 2017 Final International competition,https://ctftime.org/event/510,1.0,1518912000,15
Xiomara CTF 2018,https://ctftime.org/event/580,1.0,1519405200,240
NeverLAN CTF 2018,https://ctftime.org/event/569,1.0,1519412400,816
QCTF Starter 2018,https://ctftime.org/event/562,1.0,1519542000,307
Pragyan CTF 2018,https://ctftime.org/event/581,1.0,1519975800,606
THC CTF 2018,https://ctftime.org/event/561,1.0,1520625600,22
N1CTF 2018,https://ctftime.org/event/584,1.0,1520643600,515
UCSB iCTF 2018,https://ctftime.org/event/567,1.0,1521212400,265
ångstromCTF 2018,https://ctftime.org/event/577,1.0,1521230400,1506
b00t2root '18,https://ctftime.org/event/589,1.0,1521261000,133
BackdoorCTF 2018,https://ctftime.org/event/585,1.0,1521300600,123
VolgaCTF 2018 Quals,https://ctftime.org/event/539,1.0,1521817200,411
Insomni'hack 2018,https://ctftime.org/event/565,1.0,1521828000,58
Securinets CTF Quals 2018,https://ctftime.org/event/588,1.0,1521917940,216
SwampCTF 2018,https://ctftime.org/event/590,1.0,1522360800,929
Nuit du Hack CTF Quals 2018,https://ctftime.org/event/583,1.0,1522447198,489
0CTF/TCTF 2018 Quals,https://ctftime.org/event/557,1.0,1522458000,699
TyumenCTF 2018: NEON,https://ctftime.org/event/597,1.0,1522562400,108
INS'hAck 2018,https://ctftime.org/event/592,1.0,1522945800,553
Sunshine CTF 2018,https://ctftime.org/event/593,1.0,1522958400,779
UIUCTF 2018,https://ctftime.org/event/587,1.0,1523059200,430
Byte Bandits CTF 2018,https://ctftime.org/event/596,1.0,1523086200,174
HITB-XCTF GSEC CTF 2018 Quals,https://ctftime.org/event/598,1.0,1523455200,343
HITB CTF Amstedam 2018,https://ctftime.org/event/612,1.0,1523527200,23
RuCTF Finals 2018,https://ctftime.org/event/574,1.0,1523556000,26
WPICTF 2018,https://ctftime.org/event/600,1.0,1523646000,604
Timisoara CTF 2018 Quals,https://ctftime.org/event/594,1.0,1523696400,440
Midnight Sun CTF 2018 Quals,https://ctftime.org/event/595,1.0,1523700000,220
Hack Zone Tunisia 2018,https://ctftime.org/event/613,1.0,1523736000,63
Securinets CTF Finals 2018,https://ctftime.org/event/615,1.0,1523772000,5
BSidesSF CTF 2018,https://ctftime.org/event/606,1.0,1523808000,140
Blaze CTF 2018,https://ctftime.org/event/591,1.0,1524255600,165
STEM CTF: Cyber Challenge 2018,https://ctftime.org/event/556,1.0,1524265200,229
*CTF 2018,https://ctftime.org/event/614,1.0,1524272400,146
NoNameCon CTF Quals 2018,https://ctftime.org/event/616,1.0,1524344400,130
OmCTF-2018,https://ctftime.org/event/607,1.0,1524387600,17
ASIS CTF Quals 2018,https://ctftime.org/event/568,1.0,1524938400,734
PlaidCTF 2018,https://ctftime.org/event/617,1.0,1525492800,985
DEF CON CTF Qualifier 2018,https://ctftime.org/event/608,1.0,1526083200,585
NoNameCon CTF Final 2018,https://ctftime.org/event/621,1.0,1526554800,4
NorthSec 2018,https://ctftime.org/event/628,1.0,1526668200,50
RCTF 2018,https://ctftime.org/event/624,1.0,1526720400,399
HSCTF 5,https://ctftime.org/event/634,1.0,1526752800,459
0CTF/TCTF 2018 Finals,https://ctftime.org/event/558,1.0,1527210000,12
Security Fest CTF,https://ctftime.org/event/622,1.0,1527760800,542
FAUST CTF 2018,https://ctftime.org/event/554,1.0,1527858000,65
CTF.Moscow 2018,https://ctftime.org/event/602,1.0,1527922800,11
Timisoara CTF 2018 Finals,https://ctftime.org/event/627,1.0,1528534800,12
Midnight Sun CTF 2018 Finals,https://ctftime.org/event/635,1.0,1529143200,14
Google Capture The Flag 2018 (Quals),https://ctftime.org/event/623,1.0,1529712001,219
Carthage Cyber Arena Finals,https://ctftime.org/event/579,1.0,1530199800,12
Nuit du Hack CTF Finals 2018,https://ctftime.org/event/586,1.0,1530388800,9
Meepwn CTF Quals 2018,https://ctftime.org/event/625,1.0,1531508400,743
CTFZone 2018 Quals,https://ctftime.org/event/632,1.0,1532163600,631
ISITDTU CTF 2018 Quals,https://ctftime.org/event/642,1.0,1532739600,320
Real World CTF 2018 Quals,https://ctftime.org/event/645,1.0,1532743200,109
CODE BLUE CTF 2018 Quals,https://ctftime.org/event/636,1.0,1532775600,542
TJCTF 2018,https://ctftime.org/event/660,1.0,1533596400,1015
DEF CON CTF 2018,https://ctftime.org/event/666,1.0,1533920400,24
OpenCTF 2018,https://ctftime.org/event/667,1.0,1533920400,136
Hackcon 2018,https://ctftime.org/event/652,1.0,1534357800,459
WhiteHat Grand Prix 2018 – Quals,https://ctftime.org/event/656,1.0,1534557600,360
Meepwn CTF Final 2018,https://ctftime.org/event/626,1.0,1535162400,10
ICON CTF Quals,https://ctftime.org/event/675,1.0,1535445079,31
Codefest CTF 2018,https://ctftime.org/event/677,1.0,1535738400,563
TokyoWesterns CTF 4th 2018,https://ctftime.org/event/651,1.0,1535760000,810
IceCTF 2018,https://ctftime.org/event/657,1.0,1536249600,1725
noxCTF 2018,https://ctftime.org/event/671,1.0,1536253200,528
HackIT CTF 2018,https://ctftime.org/event/672,1.0,1536393600,123
ISITDTU CTF 2018 Final,https://ctftime.org/event/658,1.0,1536454800,12
SEC-T CTF,https://ctftime.org/event/668,1.0,1536822000,462
ICON CTF Finals,https://ctftime.org/event/676,1.0,1536919200,6
CSAW CTF Qualification Round 2018,https://ctftime.org/event/633,1.0,1536955200,668
Trend Micro CTF 2018 - Raimund Genes Cup - Online Qualifier,https://ctftime.org/event/659,1.0,1536984000,165
IFIP SEC 2018 Capture-the-Flag,https://ctftime.org/event/644,1.0,1537167600,8
VolgaCTF 2018 Final,https://ctftime.org/event/638,1.0,1537423200,17
DefCamp CTF Qualification 2018,https://ctftime.org/event/654,1.0,1537606800,405
picoCTF 2018,https://ctftime.org/event/681,1.0,1538136000,2888
Teaser Dragon CTF 2018,https://ctftime.org/event/648,1.0,1538222400,233
Hackover CTF 2018,https://ctftime.org/event/689,1.0,1538769600,201
InCTF 2018,https://ctftime.org/event/662,1.0,1538823600,306
HumanCTF,https://ctftime.org/event/674,1.0,1539392400,96
Hack.lu CTF 2018,https://ctftime.org/event/699,1.0,1539684000,303
HITCON CTF 2018,https://ctftime.org/event/669,1.0,1540000800,1166
M*CTF 2018 Quals,https://ctftime.org/event/709,1.0,1540036800,41
BSides Delhi CTF 2018,https://ctftime.org/event/700,1.0,1540447200,426
MIEM CTF 2018 Quals,https://ctftime.org/event/717,1.0,1540512000,119
P.W.N. CTF,https://ctftime.org/event/639,1.0,1540577880,255
SECCON 2018 Online CTF,https://ctftime.org/event/683,1.0,1540620000,653
Google Capture The Flag 2018 (Finals),https://ctftime.org/event/702,1.0,1540630800,10
CODE BLUE CTF 2018 Finals,https://ctftime.org/event/670,1.0,1541034000,10
WhiteHat Grand Prix 2018 - Final Round,https://ctftime.org/event/697,1.0,1541064600,10
InnoCTF 2018 - quals,https://ctftime.org/event/704,1.0,1541235600,29
CSAW CTF Final Round 2018,https://ctftime.org/event/696,1.0,1541642400,43
DefCamp CTF Finals 2018,https://ctftime.org/event/698,1.0,1541667600,17
Square CTF 2018,https://ctftime.org/event/695,1.0,1541703600,594
HCTF 2018,https://ctftime.org/event/703,1.0,1541764800,296
RuCTFE 2018,https://ctftime.org/event/687,1.0,1541844000,96
M*CTF 2018 Final,https://ctftime.org/event/710,1.0,1541926800,10
CTFZONE 2018 Finals,https://ctftime.org/event/665,1.0,1542268800,10
RITSEC CTF 2018,https://ctftime.org/event/682,1.0,1542369600,950
GreHack CTF 2018,https://ctftime.org/event/679,1.0,1542403800,29
MIEM CTF 2018 Final,https://ctftime.org/event/715,1.0,1542438000,28
Dragon CTF 2018,https://ctftime.org/event/649,1.0,1542618000,12
Kaspersky Industrial CTF 2018,https://ctftime.org/event/701,1.0,1542981600,130
TUCTF 2018,https://ctftime.org/event/650,1.0,1543010400,764
ASIS CTF Finals 2018,https://ctftime.org/event/620,1.0,1543039200,182
HITB-XCTF DUBAI CTF 2018,https://ctftime.org/event/720,1.0,1543298400,9
BCTF 2018,https://ctftime.org/event/708,1.0,1543298400,318
Pwn2Win CTF 2018,https://ctftime.org/event/664,1.0,1543592220,163
Real World CTF 2018 Finals,https://ctftime.org/event/688,1.0,1543658400,15
OverTheWire Advent Bonanza 2018,https://ctftime.org/event/721,1.0,1543665600,320
OtterCTF,https://ctftime.org/event/711,1.0,1544097600,289
hxp CTF 2018,https://ctftime.org/event/647,1.0,1544184000,297
ph0wn 2018,https://ctftime.org/event/730,1.0,1544810400,20
X-MAS CTF 2018,https://ctftime.org/event/724,1.0,1544810400,1375
Trend Micro CTF 2018 - Raimund Genes Cup - The Final,https://ctftime.org/event/663,1.0,1544882400,13
SECCON 2018 Final International competition,https://ctftime.org/event/684,1.0,1545444000,15
SECCON 2018 Final Japan competition,https://ctftime.org/event/685,1.0,1545526800,14
35C3 CTF,https://ctftime.org/event/718,1.0,1545940800,636
Insomni'hack teaser 2019,https://ctftime.org/event/686,1.0,1547899200,236
FireShell CTF 2019,https://ctftime.org/event/727,1.0,1548432000,570
NeverLAN CTF 2019,https://ctftime.org/event/706,1.0,1548921600,1350
nullcon HackIM 2019,https://ctftime.org/event/741,1.0,1549038600,174
BITSCTF 2019,https://ctftime.org/event/745,1.0,1549054800,266
Evlz CTF,https://ctftime.org/event/723,1.0,1549121400,176
STEM CTF: Cyber Challenge 2019,https://ctftime.org/event/661,1.0,1550862000,708
TAMUctf 19,https://ctftime.org/event/740,1.0,1550880000,1862
BSidesSF 2019 CTF,https://ctftime.org/event/753,1.0,1551632400,686
Aero CTF 2019,https://ctftime.org/event/772,1.0,1552035600,241
Pragyan CTF 2019,https://ctftime.org/event/755,1.0,1552048200,498
UTCTF 2019,https://ctftime.org/event/757,1.0,1552093200,581
UCSB iCTF 2019,https://ctftime.org/event/747,1.0,1552669200,398
CONFidence CTF 2019 Teaser,https://ctftime.org/event/760,1.0,1552734000,545
Insomni'hack 2019,https://ctftime.org/event/744,1.0,1553274000,74
0CTF/TCTF 2019 Quals,https://ctftime.org/event/736,1.0,1553320800,914
Securinets CTF Quals 2019,https://ctftime.org/event/769,1.0,1553356800,435
VolgaCTF 2019 Qualifier,https://ctftime.org/event/713,1.0,1553871600,414
b00t2root '19,https://ctftime.org/event/780,1.0,1553880600,322
Sunshine CTF 2019,https://ctftime.org/event/767,1.0,1553950800,464
TyumenCTF 2019: Millennium,https://ctftime.org/event/764,1.0,1554012000,202
ENCRYPT CTF,https://ctftime.org/event/771,1.0,1554181200,679
RADARCTF,https://ctftime.org/event/787,1.0,1554307200,347
Midnight Sun CTF 2019 Quals,https://ctftime.org/event/751,1.0,1554480000,432
SwampCTF 2019,https://ctftime.org/event/779,1.0,1554501600,772
TJCTF 2019,https://ctftime.org/event/726,1.0,1554505200,483
AceBear Security Contest 2019,https://ctftime.org/event/748,1.0,1554508800,142
SpamAndFlags Teaser 2019,https://ctftime.org/event/739,1.0,1554552061,176
CBM CTF 2019,https://ctftime.org/event/783,1.0,1554575400,228
Kaspersky Industrial CTF Finals,https://ctftime.org/event/791,1.0,1554773400,4
Byte Bandits CTF 2019,https://ctftime.org/event/792,1.0,1555083000,319
WPICTF 2019,https://ctftime.org/event/728,1.0,1555099200,584
PlaidCTF 2019,https://ctftime.org/event/743,1.0,1555102800,953
YauzaCTF 2019 Quals,https://ctftime.org/event/784,1.0,1555167600,194
Hack Zone Tunisia 2019,https://ctftime.org/event/794,1.0,1555178400,113
Securinets CTF Finals 2019,https://ctftime.org/event/793,1.0,1555232400,9
MIEM Real CTF Quals,https://ctftime.org/event/765,1.0,1555275600,179
ångstromCTF 2019,https://ctftime.org/event/774,1.0,1555718400,1373
ASIS CTF Quals 2019,https://ctftime.org/event/732,1.0,1555740000,582
Blaze CTF 2019,https://ctftime.org/event/790,1.0,1555791600,250
UUT CTF,https://ctftime.org/event/773,1.0,1556199000,440
RuCTF Finals 2019,https://ctftime.org/event/734,1.0,1556254800,28
*CTF 2019,https://ctftime.org/event/778,1.0,1556326800,333
OmCTF-2019,https://ctftime.org/event/738,1.0,1556355600,10
BTH_CTF{sM3ll_th3_sH3ll},https://ctftime.org/event/761,1.0,1556380800,20
INS'hAck 2019,https://ctftime.org/event/763,1.0,1556816400,765
TSG CTF,https://ctftime.org/event/758,1.0,1556953200,410
HITB CTF Amsterdam 2019,https://ctftime.org/event/797,1.0,1557388800,26
DEF CON CTF Qualifier 2019,https://ctftime.org/event/762,1.0,1557532800,1261
YauzaCTF 2019 Finals,https://ctftime.org/event/813,1.0,1557673200,16
CTF 313 2019,https://ctftime.org/event/807,1.0,1557993600,255
NorthSec 2019,https://ctftime.org/event/754,1.0,1558134000,73
RCTF 2019,https://ctftime.org/event/812,1.0,1558141200,404
Harekaze CTF 2019,https://ctftime.org/event/789,1.0,1558159200,523
MIEM Real CTF Finals,https://ctftime.org/event/766,1.0,1558170000,17
Security Fest 2019,https://ctftime.org/event/814,1.0,1558537200,465
FAUST CTF 2019,https://ctftime.org/event/776,1.0,1558789200,53
BCTF 2019 finals,https://ctftime.org/event/831,1.0,1559293200,13
Facebook CTF 2019,https://ctftime.org/event/781,1.0,1559347200,1731
HSCTF 6,https://ctftime.org/event/821,1.0,1559545200,1132
CONFidence CTF 2019 Finals,https://ctftime.org/event/823,1.0,1559556000,22
0CTF/TCTF 2019 Finals,https://ctftime.org/event/737,1.0,1559959200,12
CTF.Moscow 2019,https://ctftime.org/event/795,1.0,1560150000,9
Midnight Sun CTF 2019 Finals,https://ctftime.org/event/752,1.0,1560592800,14
Google Capture The Flag 2019 (Quals),https://ctftime.org/event/809,1.0,1561161601,274
ISITDTU CTF 2019 Quals,https://ctftime.org/event/803,1.0,1561773600,325
WCTF 2019 ONLINE,https://ctftime.org/event/833,1.0,1562292000,51
ENOWARS 3,https://ctftime.org/event/828,1.0,1562317200,31
CInsects CTF 2019,https://ctftime.org/event/816,1.0,1562925600,41
InnoCTF International 2019,https://ctftime.org/event/835,1.0,1563004801,205
peaCTF 2019,https://ctftime.org/event/815,1.0,1563076800,446
CyBRICS CTF Quals 2019,https://ctftime.org/event/836,1.0,1563616800,771
ByteCTF,https://ctftime.org/event/845,1.0,1563647340,3
De1CTF 2019,https://ctftime.org/event/843,1.0,1564794000,721
OpenCTF 2019,https://ctftime.org/event/861,1.0,1565344800,229
DEF CON CTF 2019,https://ctftime.org/event/856,1.0,1565370000,16
ISITDTU CTF 2019 Finals,https://ctftime.org/event/804,1.0,1565402400,12
Crypto CTF 2019,https://ctftime.org/event/806,1.0,1565416800,630
redpwnCTF 2019,https://ctftime.org/event/834,1.0,1565625600,924
Saudi CTF,https://ctftime.org/event/852,1.0,1565841536,242
HackCon 2019,https://ctftime.org/event/827,1.0,1566487800,501
Chaos Communication Camp 2019,https://ctftime.org/event/854,1.0,1566554400,358
PASECA CTF 2019,https://ctftime.org/event/866,1.0,1566594000,192
Codefest CTF 2019,https://ctftime.org/event/864,1.0,1566657000,319
TokyoWesterns CTF 5th 2019,https://ctftime.org/event/808,1.0,1567209600,1003
N1CTF 2019,https://ctftime.org/event/768,1.0,1567771200,852
Affinity CTF 2019 - Quals,https://ctftime.org/event/867,1.0,1567792800,450
Trend Micro CTF 2019 - Raimund Genes Cup - Online Qualifier,https://ctftime.org/event/846,1.0,1567828800,70
DefCamp CTF Qualification 2019,https://ctftime.org/event/840,1.0,1567846800,303
CSAW CTF Qualification Round 2019,https://ctftime.org/event/870,1.0,1568404800,1299
Real World CTF 2019 Quals,https://ctftime.org/event/841,1.0,1568426400,575
Newark Academy CTF 2019,https://ctftime.org/event/869,1.0,1568757600,1334
SEC-T CTF 2019,https://ctftime.org/event/873,1.0,1568818800,282
VolgaCTF 2019 Final,https://ctftime.org/event/796,1.0,1568872800,19
InCTF 2019,https://ctftime.org/event/849,1.0,1569031200,432
Teaser Dragon CTF 2019,https://ctftime.org/event/851,1.0,1569067200,297
EKOPARTY CTF 2019,https://ctftime.org/event/892,1.0,1569430800,129
Hardwear.io CTF Netherlands 2019,https://ctftime.org/event/882,1.0,1569492000,3
picoCTF 2019,https://ctftime.org/event/914,1.0,1569585600,15794
PwnThyBytes CTF 2019,https://ctftime.org/event/756,1.0,1569650400,454
BSides Delhi CTF 2019,https://ctftime.org/event/885,1.0,1569670200,214
CUCTF 2019,https://ctftime.org/event/897,1.0,1569679200,6
CyBRICS CTF Finals 2019,https://ctftime.org/event/896,1.0,1569740400,21
Aperi'CTF 2019,https://ctftime.org/event/921,1.0,1569801600,67
CTF Open 2019 Semi-Final,https://ctftime.org/event/859,1.0,1570233600,3
Balsn CTF 2019,https://ctftime.org/event/811,1.0,1570240800,728
Layer7 CTF 2019,https://ctftime.org/event/895,1.0,1570352400,130
Syskron Security CTF 2019,https://ctftime.org/event/901,1.0,1570572000,584
Rooters CTF,https://ctftime.org/event/886,1.0,1570689000,450
Square CTF 2019,https://ctftime.org/event/714,1.0,1570734000,223
Reply Cyber Security Challenge,https://ctftime.org/event/888,1.0,1570822200,236
HITCON CTF 2019 Quals,https://ctftime.org/event/848,1.0,1570845600,661
CryptixCTF'19,https://ctftime.org/event/890,1.0,1570883400,275
HITB PRO CTF 2019,https://ctftime.org/event/918,1.0,1571115600,19
SECCON 2019 Online CTF,https://ctftime.org/event/799,1.0,1571464800,798
Hack.lu CTF 2019,https://ctftime.org/event/830,1.0,1571738400,276
TastelessCTF 2019,https://ctftime.org/event/872,1.0,1572091200,157
BackdoorCTF 2019,https://ctftime.org/event/850,1.0,1572103800,128
CODE BLUE CTF 2019,https://ctftime.org/event/916,1.0,1572343200,10
Newbie CTF(N-CTF) 2019,https://ctftime.org/event/911,1.0,1572620400,561
Google Capture The Flag 2019 (Finals),https://ctftime.org/event/844,1.0,1572681601,10
CSAW CTF Final Round 2019,https://ctftime.org/event/927,1.0,1573066800,44
Affinity CTF 2019 - Finals,https://ctftime.org/event/868,1.0,1573117200,4
DefCamp CTF Finals 2019,https://ctftime.org/event/925,1.0,1573120800,16
Pwn2Win CTF 2019,https://ctftime.org/event/822,1.0,1573231020,220
Black Alps CTF 2019,https://ctftime.org/event/908,1.0,1573236900,21
Dragon CTF 2019,https://ctftime.org/event/887,1.0,1573722000,14
RITSEC CTF 2019,https://ctftime.org/event/898,1.0,1573837200,899
ASIS CTF Finals 2019,https://ctftime.org/event/805,1.0,1573837200,356
GreHack CTF 2019,https://ctftime.org/event/922,1.0,1573855200,32
D^3CTF 2019,https://ctftime.org/event/930,1.0,1574424000,397
RuCTFE 2019,https://ctftime.org/event/906,1.0,1574503200,187
Trend Micro CTF 2019 - Raimund Genes Cup - The Final,https://ctftime.org/event/907,1.0,1574517600,13
TUCTF 2019,https://ctftime.org/event/829,1.0,1575068400,1002
CTFZone 2019 Quals,https://ctftime.org/event/894,1.0,1575104400,492
m0leCon CTF 2019,https://ctftime.org/event/905,1.0,1575120600,18
OverTheWire Advent Bonanza 2019,https://ctftime.org/event/891,1.0,1575201600,948
Real World CTF 2019 Finals,https://ctftime.org/event/857,1.0,1575680400,12
ph0wn 2019,https://ctftime.org/event/915,1.0,1576260000,35
watevrCTF 2019,https://ctftime.org/event/893,1.0,1576263600,690
X-MAS CTF 2019,https://ctftime.org/event/926,1.0,1576263600,1742
HITCON CTF 2019 Final,https://ctftime.org/event/883,1.0,1576281600,14
KipodAfterFree CTF 2019,https://ctftime.org/event/945,1.0,1576857600,625
justCTF 2019,https://ctftime.org/event/943,1.0,1576872000,346
UTC-CTF 2019 Teaser,https://ctftime.org/event/948,1.0,1576882800,241
SECCON 2019 Final International competition,https://ctftime.org/event/801,1.0,1576893600,14
SECCON 2019 Final Japan competition,https://ctftime.org/event/800,1.0,1576893600,15
wtftime.org CTF,https://ctftime.org/event/949,1.0,1576926000,112
Inferno CTF 2019,https://ctftime.org/event/951,1.0,1577442600,485
BauCTF Winter 2019 Warmup,https://ctftime.org/event/998,1.0,1577462400,10
hxp 36C3 CTF,https://ctftime.org/event/825,1.0,1577476800,320
#kksctf open 2019,https://ctftime.org/event/874,1.0,1577516400,392
BambooFox CTF,https://ctftime.org/event/953,1.0,1577786400,554
TetCTF 2020,https://ctftime.org/event/955,1.0,1577811600,167
WhiteHat Grand Prix 06 – Quals,https://ctftime.org/event/942,1.0,1578103200,149
Insomni'hack teaser 2020,https://ctftime.org/event/959,1.0,1579338000,647
riceteacatpanda,https://ctftime.org/event/910,1.0,1579492800,1322
HackTM CTF Quals 2020,https://ctftime.org/event/956,1.0,1580544000,747
RundergroundCTF #1,https://ctftime.org/event/968,1.0,1580641200,101
nullcon HackIM 2020,https://ctftime.org/event/962,1.0,1581094800,1208
Codegate CTF 2020 Preliminary,https://ctftime.org/event/938,1.0,1581152400,279
NeverLAN CTF 2020,https://ctftime.org/event/971,1.0,1581174000,1157
VeniVidiVici,https://ctftime.org/event/979,1.0,1581757200,124
SarCTF by Saratov State University,https://ctftime.org/event/975,1.0,1581775200,418
Capture The Flag - Incredia,https://ctftime.org/event/984,1.0,1581948000,3
Pragyan CTF 2020,https://ctftime.org/event/991,1.0,1582374600,280
DamCTF 2020 - Onsite,https://ctftime.org/event/1008,1.0,1582395900,16
BSidesSF 2020 CTF,https://ctftime.org/event/977,1.0,1582477200,175
Aero CTF 2020,https://ctftime.org/event/940,1.0,1582966800,271
Phantom CTF,https://ctftime.org/event/1005,1.0,1583053200,7
BauCTF Winter 2020 Quals ,https://ctftime.org/event/999,1.0,1583510400,53
UCSB iCTF 2020,https://ctftime.org/event/899,1.0,1583517600,89
UTCTF 2020,https://ctftime.org/event/929,1.0,1583539200,1001
zer0pts CTF 2020,https://ctftime.org/event/1006,1.0,1583539200,432
b01lers CTF,https://ctftime.org/event/974,1.0,1584144000,660
ångstromCTF 2020,https://ctftime.org/event/982,1.0,1584144000,1594
CONFidence CTF 2020 Teaser,https://ctftime.org/event/960,1.0,1584183600,354
SuSeC CTF 2020,https://ctftime.org/event/1007,1.0,1584253800,285
RundergroundCTF #1.1,https://ctftime.org/event/1015,1.0,1584270000,33
TAMUctf 2020,https://ctftime.org/event/1009,1.0,1584664200,661
riftCTF,https://ctftime.org/event/1019,1.0,1584685800,450
saarCTF 2020,https://ctftime.org/event/980,1.0,1584799200,81
Securinets CTF Quals 2020,https://ctftime.org/event/1016,1.0,1584810000,429
FireShell CTF 2020,https://ctftime.org/event/944,1.0,1584824400,308
VolgaCTF 2020 Qualifier,https://ctftime.org/event/933,1.0,1585321200,501
X-MAS GTF 2020,https://ctftime.org/event/1023,1.0,1585699200,345
AUCTF 2020,https://ctftime.org/event/1020,1.0,1585918800,1184
Midnight Sun CTF 2020 Quals,https://ctftime.org/event/935,1.0,1585929600,524
VirSecCon CTF,https://ctftime.org/event/1032,1.0,1585936800,1530
Moscow CTF School 2020,https://ctftime.org/event/1002,1.0,1586080800,79
TG:HACK 2020,https://ctftime.org/event/932,1.0,1586365200,1076
DawgCTF,https://ctftime.org/event/1030,1.0,1586556000,1236
Byte Bandits CTF 2020,https://ctftime.org/event/1022,1.0,1586619000,318
Hexion CTF 2020 Online ,https://ctftime.org/event/1014,1.0,1586628000,428
Hack Zone Tunisia 2020,https://ctftime.org/event/1029,1.0,1586631600,101
STAY ~/ CTF 2020,https://ctftime.org/event/1024,1.0,1586685600,86
HackPack CTF 2020,https://ctftime.org/event/1036,1.0,1587142800,418
PlaidCTF 2020,https://ctftime.org/event/936,1.0,1587157200,1095
WPICTF 2020,https://ctftime.org/event/913,1.0,1587157200,899
UMDCTF 2020,https://ctftime.org/event/1040,1.0,1587204000,320
Houseplant CTF 2020,https://ctftime.org/event/997,1.0,1587754800,1418
CTFZone 2020 Finals,https://ctftime.org/event/967,1.0,1587816000,10
IJCTF 2020,https://ctftime.org/event/1003,1.0,1587830400,144
HITB LOCKDOWN CTF 2020,https://ctftime.org/event/1046,1.0,1587895200,23
Covid-19 CTF,https://ctftime.org/event/1047,1.0,1588346100,403
Tiger King CTF,https://ctftime.org/event/1048,1.0,1588346100,614
De1CTF 2020,https://ctftime.org/event/1033,1.0,1588381200,753
S㎩mAndFlags Uけimate w呎は屸de C㏊mᒆonship Teaser ꕫꕫ - ㎩㏚i㎄ Edition,https://ctftime.org/event/970,1.0,1588960800,530
